"B_COUNTRY_ALPHA","Q121","country"
"IDN",-1,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",-1,"IDN"
"IDN",4,"IDN"
"IDN",-1,"IDN"
"IDN",1,"IDN"
"IDN",3,"IDN"
"IDN",1,"IDN"
"IDN",3,"IDN"
"IDN",1,"IDN"
"IDN",-1,"IDN"
"IDN",2,"IDN"
"IDN",-1,"IDN"
"IDN",2,"IDN"
"IDN",2,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",-1,"IDN"
"IDN",-1,"IDN"
"IDN",3,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",-1,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",-1,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",2,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",1,"IDN"
"IDN",1,"IDN"
"IDN",3,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",-1,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",1,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",2,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",-1,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",1,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",1,"IDN"
"IDN",3,"IDN"
"IDN",1,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",2,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",2,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",1,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",1,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",1,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",1,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",-1,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",1,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",1,"IDN"
"IDN",5,"IDN"
"IDN",1,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",1,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",5,"IDN"
"IDN",2,"IDN"
"IDN",2,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",1,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",2,"IDN"
"IDN",1,"IDN"
"IDN",2,"IDN"
"IDN",5,"IDN"
"IDN",2,"IDN"
"IDN",-1,"IDN"
"IDN",2,"IDN"
"IDN",2,"IDN"
"IDN",2,"IDN"
"IDN",1,"IDN"
"IDN",2,"IDN"
"IDN",1,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",1,"IDN"
"IDN",3,"IDN"
"IDN",1,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",1,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IDN",1,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",5,"IDN"
"IDN",3,"IDN"
"IDN",3,"IDN"
"IDN",2,"IDN"
"IDN",5,"IDN"
"IDN",-1,"IDN"
"IDN",-1,"IDN"
"IDN",1,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",1,"IDN"
"IDN",1,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",1,"IDN"
"IDN",4,"IDN"
"IDN",1,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",5,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",4,"IDN"
"IDN",-1,"IDN"
"IDN",5,"IDN"
"IDN",2,"IDN"
"IDN",2,"IDN"
"IDN",4,"IDN"
"IDN",2,"IDN"
"IDN",3,"IDN"
"IND",2,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",-1,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",5,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",2,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",-1,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",2,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",2,"IND"
"IND",-1,"IND"
"IND",1,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",4,"IND"
"IND",5,"IND"
"IND",3,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",4,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",1,"IND"
"IND",1,"IND"
"IND",2,"IND"
"IND",3,"IND"
"IND",1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",5,"IND"
"IND",-1,"IND"
"IND",-1,"IND"
"IND",4,"IND"
"IND",3,"IND"
"IND",1,"IND"
